record_id,date,traffic_source,page_url,sessions,users,bounce_rate,session_duration,pages_per_session,conversions,goal_completions
14374,2026-04-29,Direct,/about-us,6,6,0.3492,164.4,3.24,0.0,0
18491,2026-07-21,Social,/product/running-shoes,17,16,0.5971,84.3,2.28,0.0,0
15166,2026-05-15,Direct,/product/running-shoes,13,11,0.2981,215.9,3.55,1.0,1
17603,2026-07-03,Direct,/home,24,22,0.3044,240.6,3.52,1.0,2
10830,2026-02-17,Social,/about-us,6,6,0.7726,35.4,1.09,0.0,0
14944,2026-05-11,Paid Search,/pricing,8,7,0.4816,167.8,1.64,2.0,2
16072,2026-06-03,Organic Search,/home,51,49,0.3118,143.9,3.39,2.0,4
13961,2026-04-21,Social,/product/winter-jackets,8,7,0.5494,145.9,2.33,0.0,0
17862,2026-07-08,Direct,/checkout,4,4,0.152,307.9,3.48,1.0,2
18617,2026-07-24,Organic Search,/pricing,16,15,0.3179,199.6,3.49,2.0,2
18671,2026-07-25,Paid Search,/product/winter-jackets,13,12,0.5832,184.7,1.95,1.0,1
10256,2026-02-06,Organic Search,/blog/summer-sale-guide,22,19,0.6089,287.7,1.21,2.0,2
10405,2026-02-09,Organic Search,/contact,11,10,0.6588,161.5,1.77,0.0,0
10697,2026-02-15,Organic Search,/home,21,20,,200.3,2.08,0.0,2
10136,2026-02-03,Social,/blog/summer-sale-guide,7,6,0.7739,166.5,1.0,0.0,0
11823,2026-03-09,Social,/blog/summer-sale-guide,9,9,0.7416,121.8,1.51,0.0,0
18245,2026-07-16,Social,/product/backpacks,14,12,0.4976,102.7,2.77,0.0,0
15046,2026-05-13,Referral,/product/running-shoes,14,12,0.395,200.4,,0.0,0
17313,2026-06-28,Organic Search,/home,39,34,0.4266,195.5,1.83,1.0,2
11582,2026-03-04,Direct,/product/running-shoes,19,17,0.2868,173.9,3.53,2.0,2
12429,2026-03-21,Direct,/blog/summer-sale-guide,7,7,0.5063,280.8,2.16,0.0,0
13011,"April 02, 2026",Referral,/checkout,3,3,0.1554,249.8,3.59,0.0,0
15753,2026-05-27,Referral,/checkout,3,3,0.1899,291.1,3.84,1.0,2
13789,2026-04-18,Paid Search,/home,28,26,0.4232,190.1,2.21,1.0,2
15884,2026-05-30,Paid Search,/home,25,22,0.5064,199.6,2.7,1.0,2
11101,2026-02-23,Organic Search,/checkout,6,5,0.2846,228.6,3.08,0.0,0
14187,2026-04-26,Organic Search,/checkout,9,9,0.2907,189.4,3.06,0.0,1
16900,2026-06-19,Social,/product/backpacks,16,15,0.5564,104.1,1.94,0.0,0
17804,2026-07-07,Direct,/product/running-shoes,19,17,0.4201,194.9,2.76,1.0,1
13958,2026-04-21,Referral,/checkout,3,3,0.2794,216.4,3.0,1.0,1
12379,2026-03-20,Direct,/blog/summer-sale-guide,12,11,0.5994,267.2,2.02,0.0,0
15979,2026-06-01,Organic Search,/contact,11,10,0.5265,145.6,2.05,0.0,0
15018,2026-05-12,Direct,/product/backpacks,17,15,0.3805,270.1,2.28,2.0,2
13690,2026-04-16,Paid Search,/product/running-shoes,27,26,0.4156,142.7,2.07,4.0,4
11198,2026-02-25,Organic Search,/about-us,17,16,0.5241,155.2,2.79,1.0,1
13377,2026-04-09,Direct,/contact,5,5,0.4941,127.2,1.68,0.0,0
12602,2026-03-25,Paid Search,/pricing,7,6,0.4684,112.6,2.71,0.0,0
18425,2026-07-20,Paid Search,/blog/summer-sale-guide,19,18,0.6153,244.1,2.14,0.0,0
16516,2026-06-11,Direct,/pricing,8,7,0.334,210.0,3.61,1.0,1
16917,2026-06-20,Organic Search,/home,34,33,0.4053,229.7,2.68,0.0,1
15874,2026-05-30,Organic Search,/home,37,35,0.4211,177.0,2.51,0.0,0
17592,2026-07-03,Referral,/checkout,4,3,0.2591,234.2,3.21,0.0,0
10451,2026-02-10,Organic Search,/product/backpacks,19,16,0.4203,178.9,2.84,1.0,1
17325,2026-06-28,Paid Search,/product/winter-jackets,11,10,0.4996,186.1,,2.0,4
17039,2026-06-22,Referral,/product/backpacks,2,2,0.4494,192.1,1.74,0.0,0
13744,2026-04-17,Paid Search,/blog/summer-sale-guide,19,17,0.6328,212.8,1.41,0.0,1
18020,2026-07-12,Organic Search,/pricing,12,11,0.3379,196.3,2.68,1.0,1
11705,2026-03-07,Paid Search,/blog/summer-sale-guide,5,4,0.602,194.4,1.37,0.0,0
13637,2026-04-15,Organic Search,/pricing,20,19,0.3463,172.9,2.75,0.0,0
14068,2026-04-23,Direct,/home,19,18,0.3384,216.8,3.15,,1
17209,2026-06-25,Direct,/blog/how-to-choose-running-shoes,14,13,0.5368,302.2,2.13,0.0,1
17764,2026-07-07,Organic Search,/product/running-shoes,37,32,0.4396,197.7,2.98,1.0,2
14071,2026-04-23,Direct,/product/backpacks,7,6,0.337,209.1,3.58,1.0,1
10603,2026-02-13,Organic Search,/blog/summer-sale-guide,24,23,0.5825,264.7,,1.0,1
11988,2026-03-13,Organic Search,/product/winter-jackets,18,15,0.3786,253.9,3.58,1.0,1
10892,2026-02-18,Direct,/pricing,5,4,0.2524,220.2,3.17,1.0,1
15882,2026-05-30,Organic Search,/pricing,17,16,0.4157,175.4,2.85,1.0,2
16725,2026-06-16,Organic Search,/contact,12,10,0.5914,114.3,1.14,1.0,1
18356,2026-07-18,Direct,/blog/summer-sale-guide,7,6,0.4769,271.3,1.87,0.0,0
18611,2026-07-24,Organic Search,/product/winter-jackets,34,32,0.4111,206.5,2.6,0.0,0
10455,2026-02-10,Organic Search,/contact,9,8,0.7016,72.1,1.36,0.0,0
16076,2026-06-03,Organic Search,/blog/how-to-choose-running-shoes,32,29,0.6429,250.9,1.0,1.0,2
12926,2026-03-31,Direct,/blog/how-to-choose-running-shoes,11,9,0.4998,249.5,2.58,1.0,1
18796,2026-07-27,Social,/contact,5,5,0.7478,13.4,1.0,0.0,0
13714,2026-04-16,Social,/blog/summer-sale-guide,23,21,0.7403,126.6,1.0,0.0,0
11734,2026-03-07,Direct,/blog/how-to-choose-running-shoes,13,12,0.567,252.5,2.72,1.0,1
17100,2026-06-23,Social,/blog/how-to-choose-running-shoes,16,15,0.7745,122.9,1.0,0.0,0
12879,2026-03-30,Direct,/contact,3,3,0.5598,118.2,1.69,0.0,0
14730,2026-05-07,Organic Search,/product/winter-jackets,23,21,0.3845,198.2,3.38,0.0,2
11349,2026-02-28,Organic Search,/contact,3,3,0.5135,120.9,2.53,0.0,0
13240,2026-04-07,Paid Search,/home,50,44,0.3014,192.2,3.28,7.0,7
11120,2026-02-23,Referral,/pricing,9,8,0.2934,231.8,2.98,1.0,1
11389,2026-02-28,Direct,/contact,3,3,0.5674,128.4,1.92,0.0,0
15517,2026-05-22,Direct,/product/backpacks,11,10,0.3681,172.6,3.28,1.0,1
10056,2026-02-02,Organic Search,/blog/summer-sale-guide,15,14,0.6249,203.3,1.54,0.0,0
16584,2026-06-13,Paid Search,/about-us,9,8,0.5847,99.1,2.49,0.0,0
13838,2026-04-19,Organic Search,/checkout,6,5,0.2357,215.3,3.95,0.0,0
15573,2026-05-23,Direct,/checkout,2,2,0.1769,207.4,3.86,0.0,0
14691,2026-05-06,Paid Search,/product/backpacks,9,8,0.4724,208.5,2.37,0.0,0
11292,2026-02-27,Organic Search,/home,30,29,0.3644,200.4,3.38,0.0,0
11459,2026-03-02,Paid Search,/pricing,11,10,0.3866,127.5,3.45,0.0,0
13929,2026-04-21,Organic Search,/home,42,36,0.4406,182.4,2.07,3.0,4
10732,2026-02-15,Social,/pricing,7,6,0.5332,131.8,1.65,0.0,0
14725,2026-05-06,Direct,/contact,3,3,0.5598,130.9,1.6,0.0,0
14973,2026-05-11,Direct,/pricing,4,3,0.2825,264.1,2.88,0.0,0
16071,2026-06-02,Direct,/checkout,3,2,0.228,273.2,3.41,1.0,2
10943,2026-02-20,Organic Search,/home,46,39,0.3174,215.2,3.31,0.0,0
13893,2026-04-20,Paid Search,/blog/how-to-choose-running-shoes,35,31,0.6611,186.5,1.05,1.0,1
11093,2026-02-23,Organic Search,/product/running-shoes,30,27,0.3777,207.0,2.92,2.0,2
16018,2026-06-01,Direct,/about-us,2,2,0.4432,182.2,1.98,0.0,0
15694,2026-05-26,Referral,/home,16,15,0.3924,186.7,2.27,1.0,1
11141,2026-02-23,Direct,/checkout,3,3,0.2,254.2,3.46,0.0,0
14963,2026-05-11,Social,/pricing,7,6,0.5156,132.3,2.12,0.0,0
10091,2026-02-02,Direct,/home,8,8,0.2269,239.1,4.48,1.0,1
11647,2026-03-06,Organic Search,/contact,8,8,0.6224,156.0,1.22,0.0,0
12837,2026-03-30,Organic Search,/blog/summer-sale-guide,24,21,0.5182,266.0,2.1,0.0,0
14246,2026-04-27,Paid Search,/pricing,12,12,0.449,151.1,2.68,1.0,1
17497,2026-07-01,Social,/blog/how-to-choose-running-shoes,23,20,0.7314,178.4,1.0,0.0,0
17462,2026-06-30,Direct,/checkout,8,7,0.198,229.3,3.63,1.0,1
16901,2026-06-19,Social,/blog/how-to-choose-running-shoes,4,4,0.7136,155.7,1.5,0.0,0
10959,2026-02-20,Paid Search,/about-us,6,6,0.5785,95.4,2.11,0.0,0
17073,2026-06-23,Organic Search,/contact,13,11,0.5989,128.7,1.94,0.0,0
14842,2026-05-09,Paid Search,/blog/summer-sale-guide,11,9,0.6858,195.6,1.44,1.0,1
12803,2026-03-29,Referral,/product/running-shoes,9,8,0.4433,173.4,2.48,0.0,0
15350,2026-05-19,Referral,/about-us,5,5,0.4693,232.8,1.95,0.0,0
14420,2026-04-30,Direct,/product/winter-jackets,14,12,0.3479,228.0,3.12,0.0,1
14653,2026-05-05,Referral,/blog/summer-sale-guide,10,9,0.4995,226.1,2.23,0.0,0
15835,2026-05-29,Paid Search,/product/running-shoes,17,16,0.4999,155.4,2.75,1.0,1
18442,2026-07-20,Social,/product/winter-jackets,5,4,0.4992,87.8,2.55,0.0,0
16625,2026-06-14,Organic Search,/contact,8,7,0.6216,127.8,1.59,0.0,0
17712,2026-07-05,Direct,/checkout,2,2,0.2692,274.3,3.73,0.0,0
14822,2026-05-08,Direct,/blog/summer-sale-guide,10,9,0.4865,255.6,2.76,0.0,0
13704,2026-04-16,Referral,/blog/summer-sale-guide,3,3,0.6026,325.1,1.58,0.0,0
12166,2026-03-16,Social,/product/running-shoes,9,8,0.4753,157.3,2.11,0.0,1
11286,2026-02-26,Direct,/blog/how-to-choose-running-shoes,12,11,0.4388,270.4,2.77,1.0,2
12657,2026-03-26,Referral,/product/backpacks,5,4,0.3627,234.6,2.29,0.0,0
12190,2026-03-17,Organic Search,/blog/summer-sale-guide,25,24,0.5766,232.6,2.04,0.0,0
11202,2026-02-25,Paid Search,/home,28,24,0.4819,150.3,3.1,0.0,0
15732,2026-05-27,Organic Search,/pricing,10,9,0.3819,221.4,2.81,0.0,0
16144,2026-06-04,Referral,/product/winter-jackets,11,9,0.3683,236.4,3.22,1.0,2
12093,2026-03-15,Organic Search,/pricing,8,7,0.3395,162.1,2.6,,2
16013,2026-06-01,Direct,/product/running-shoes,13,11,0.3561,289.0,2.49,2.0,2
14417,2026-04-30,Social,/checkout,2,2,0.4518,74.3,2.33,0.0,0
15471,2026-05-21,Direct,/contact,4,4,0.5342,176.1,2.14,0.0,0
12754,2026-03-28,Referral,/product/running-shoes,5,5,0.389,216.1,2.47,0.0,0
13419,2026-04-10,Social,/checkout,4,3,0.4692,112.4,2.91,0.0,0
10304,2026-02-07,Organic Search,/product/backpacks,16,14,0.4081,179.4,2.55,0.0,0
15460,2026-05-21,Social,/about-us,4,4,0.664,62.3,1.71,0.0,0
12894,2026-03-31,Paid Search,/product/winter-jackets,16,14,0.5217,146.7,1.99,2.0,2
14313,2026-04-28,Social,/blog/summer-sale-guide,13,11,0.7521,98.8,1.0,0.0,0
10864,2026-02-18,Referral,/home,16,15,0.3762,182.1,3.1,0.0,1
18178,2026-07-15,Paid Search,/about-us,9,8,0.6148,,1.4,0.0,0
15231,2026-05-17,Organic Search,/about-us,13,12,0.489,127.4,2.17,0.0,0
18144,2026-07-14,Social,/product/winter-jackets,13,11,0.4776,104.0,2.05,0.0,0
11921,2026-03-11,Social,/blog/summer-sale-guide,9,8,0.7005,127.0,,0.0,0
14011,2026-04-22,Social,/product/winter-jackets,13,11,0.5915,87.5,1.77,0.0,0
12458,2026-03-22,Referral,/blog/how-to-choose-running-shoes,4,4,0.5967,203.3,1.75,0.0,0
16218,2026-06-05,Direct,/contact,6,5,0.6614,157.5,2.01,0.0,0
13492,2026-04-12,Paid Search,/product/backpacks,10,10,0.4129,,2.59,1.0,1
13367,2026-04-09,Social,/contact,4,3,0.8014,51.0,1.0,0.0,0
16167,2026-06-04,Direct,/about-us,4,3,0.4585,173.4,2.41,0.0,0
12900,2026-03-31,Paid Search,/pricing,8,8,0.3827,151.0,2.48,0.0,0
18350,2026-07-18,Social,/checkout,2,2,0.4008,152.0,2.55,0.0,0
11879,2026-03-10,Direct,/product/winter-jackets,6,6,0.3699,236.9,3.0,0.0,0
17269,2026-06-27,Organic Search,/blog/summer-sale-guide,19,18,0.6668,,1.15,1.0,1
16916,2026-06-19,Direct,/checkout,8,7,0.2078,269.9,3.17,1.0,2
15776,2026-05-28,Organic Search,/product/winter-jackets,24,23,0.4847,243.4,2.86,1.0,1
14453,2026-05-01,Referral,/blog/summer-sale-guide,7,7,0.5274,192.0,2.03,0.0,0
11045,2026-02-22,Organic Search,/product/backpacks,15,14,0.4263,214.9,2.51,1.0,2
10165,2026-02-04,Paid Search,/blog/how-to-choose-running-shoes,11,9,0.5958,,2.07,1.0,1
13922,2026-04-20,Direct,/product/backpacks,9,8,0.4074,202.9,2.17,1.0,1
15710,2026-05-26,Social,/about-us,5,5,0.5749,81.7,1.47,0.0,0
12048,2026-03-14,Paid Search,/product/winter-jackets,13,11,0.5363,160.2,2.73,0.0,0
14947,2026-05-11,Referral,/product/running-shoes,9,8,0.4034,222.3,2.87,0.0,0
12679,2026-03-26,Direct,/blog/summer-sale-guide,5,5,0.5119,238.8,2.25,2.0,2
10885,2026-02-18,Direct,/product/running-shoes,11,10,0.3261,256.5,3.74,0.0,0
13129,2026-04-04,Direct,/pricing,4,4,0.2577,242.6,3.83,0.0,0
15702,2026-05-26,Referral,/pricing,2,2,0.3735,271.8,3.23,0.0,0
16397,2026-06-09,Referral,/pricing,4,4,0.3812,174.0,2.77,0.0,0
18064,2026-07-13,Organic Search,/product/winter-jackets,40,38,0.4899,236.7,1.83,2.0,3
10837,2026-02-17,Direct,/product/backpacks,3,3,0.4816,187.8,2.84,0.0,0
12550,2026-03-24,Paid Search,/about-us,3,2,0.6688,103.5,1.41,0.0,0
16672,2026-06-15,Organic Search,/blog/how-to-choose-running-shoes,36,35,0.5522,,2.25,0.0,1
15407,2026-05-20,Social,/product/backpacks,5,4,0.5614,91.6,1.89,0.0,0
10456,2026-02-10,Organic Search,/pricing,17,16,0.2093,206.1,3.71,1.0,1
13917,2026-04-20,Social,/pricing,13,12,0.5036,172.0,2.25,2.0,3
16818,2026-06-18,Organic Search,/product/running-shoes,40,36,0.389,214.5,2.22,0.0,0
18005,2026-07-11,Direct,/product/backpacks,3,3,,193.8,2.82,0.0,0
17087,2026-06-23,Referral,/product/running-shoes,12,11,0.4,196.2,3.53,1.0,1
15727,2026-05-27,Organic Search,/product/backpacks,21,19,0.4714,190.5,2.01,2.0,3
14848,2026-05-09,Referral,/product/running-shoes,11,9,0.3756,266.5,2.55,0.0,0
16606,2026-06-13,Social,/pricing,3,3,0.5346,82.1,1.81,0.0,0
10472,2026-02-10,Referral,/blog/how-to-choose-running-shoes,6,6,0.5869,286.0,2.51,2.0,2
11177,2026-02-24,Social,/blog/summer-sale-guide,11,10,0.7118,109.5,1.17,0.0,0
16597,2026-06-13,Referral,/checkout,1,1,0.253,219.6,3.32,1.0,1
12645,2026-03-26,Paid Search,/product/running-shoes,22,21,0.4549,201.9,2.33,0.0,2
17331,2026-06-28,Paid Search,/pricing,3,3,0.4365,162.4,2.06,1.0,1
11149,2026-02-24,Organic Search,/contact,11,10,0.6141,117.5,,0.0,0
10631,2026-02-13,Social,/product/backpacks,9,8,0.6212,74.5,1.57,0.0,0
16291,2026-06-07,Referral,/product/running-shoes,13,13,0.4708,166.6,2.71,2.0,2
11809,2026-03-09,Referral,/product/running-shoes,7,7,0.3217,215.6,3.0,0.0,0
10737,2026-02-15,Direct,/product/backpacks,7,6,0.43,215.6,3.14,0.0,0
18701,2026-07-25,Direct,/product/winter-jackets,10,9,0.4136,204.6,2.83,0.0,0
11892,2026-03-11,Organic Search,/blog/summer-sale-guide,14,12,0.5833,220.4,1.76,0.0,0
11948,2026-03-12,Paid Search,/product/winter-jackets,13,12,0.4682,122.0,2.0,0.0,0
18567,2026-07-23,Organic Search,/contact,17,16,0.623,136.6,1.49,0.0,0
12546,2026-03-24,Paid Search,/product/winter-jackets,18,15,0.3415,233.6,3.04,1.0,2
15456,2026-05-21,Social,/product/winter-jackets,12,10,0.5707,71.8,2.06,0.0,0
16922,2026-06-20,Organic Search,/blog/summer-sale-guide,-1,17,0.6403,217.7,1.29,0.0,0
14241,2026-04-27,Paid Search,/product/backpacks,11,9,0.4533,214.6,2.25,1.0,1
12454,2026-03-22,Referral,/home,6,6,0.1989,228.7,3.58,1.0,1
12518,"March 23, 2026",Social,/blog/how-to-choose-running-shoes,14,14,0.639,150.3,1.91,0.0,0
11687,2026-03-06,Direct,/contact,5,5,0.5587,202.2,,0.0,0
15684,2026-05-26,Paid Search,/home,24,22,0.3405,138.8,3.54,1.0,1
11478,2026-03-02,Social,/contact,6,5,0.7792,107.3,1.0,0.0,0
11711,2026-03-07,Referral,/product/running-shoes,9,7,0.4217,182.3,3.27,0.0,0
12867,2026-03-30,Social,/blog/summer-sale-guide,5,4,0.7279,198.3,1.9,0.0,0
16882,2026-06-19,Paid Search,/blog/summer-sale-guide,21,20,0.714,125.2,1.47,1.0,2
17273,2026-06-27,Organic Search,/checkout,7,7,0.203,183.2,3.45,1.0,2
10426,2026-02-09,Referral,/pricing,5,4,0.3448,177.7,2.5,1.0,1
18041,2026-07-12,Referral,/checkout,2,2,0.2507,225.7,3.1,0.0,0
10406,2026-02-09,Organic Search,/pricing,13,13,0.3774,209.2,2.71,2.0,2
14338,2026-04-29,Paid Search,/home,24,21,0.4971,133.0,2.66,0.0,0
14378,2026-04-30,Organic Search,/home,39,36,0.3937,216.8,3.36,0.0,0
14340,2026-04-29,Paid Search,/product/winter-jackets,13,12,0.4798,146.0,1.95,0.0,0
16485,2026-06-11,Paid Search,/contact,8,7,0.6795,71.6,1.75,1.0,1
15069,2026-05-13,Direct,/blog/how-to-choose-running-shoes,15,14,0.5594,299.9,2.2,1.0,1
10540,2026-02-11,Direct,/product/winter-jackets,12,11,0.3598,243.7,2.64,0.0,1
18518,2026-07-22,Organic Search,/pricing,22,20,250.0,242.0,2.94,4.0,4
17817,2026-07-08,Organic Search,/blog/how-to-choose-running-shoes,29,27,0.6282,258.0,1.57,0.0,0
18381,2026-07-19,Referral,/home,13,11,0.3313,168.6,2.96,1.0,1
16831,2026-06-18,Paid Search,/blog/how-to-choose-running-shoes,10,8,0.5368,215.4,2.39,0.0,0
17793,2026-07-07,Social,/home,18,15,0.5546,144.3,1.93,0.0,1
15520,2026-05-22,Direct,/about-us,5,5,0.481,198.3,1.59,1.0,1
12689,2026-03-27,Organic Search,/blog/summer-sale-guide,27,26,0.7029,205.1,1.57,0.0,0
10835,2026-02-17,Direct,/product/running-shoes,13,12,0.2608,191.2,3.25,1.0,1
13877,2026-04-19,Direct,/pricing,7,7,0.2631,265.4,3.49,0.0,0
12728,2026-03-27,Direct,/blog/how-to-choose-running-shoes,13,11,0.4171,263.5,2.31,0.0,0
18727,2026-07-26,Paid Search,/pricing,9,9,0.3446,202.7,2.66,0.0,0
12943,2026-04-01,Paid Search,/product/running-shoes,17,16,0.4515,163.6,3.0,2.0,2
10591,2026-02-12,Direct,/product/backpacks,4,3,0.2907,237.4,2.52,0.0,0
17999,2026-07-11,Social,/contact,2,2,0.8473,81.6,1.0,0.0,0
12737,2026-03-28,Organic Search,/blog/how-to-choose-running-shoes,21,20,0.5745,192.9,1.27,0.0,0
17919,2026-07-10,Organic Search,/contact,15,14,0.7387,62.0,1.0,0.0,0
12948,2026-04-01,Paid Search,/about-us,4,3,0.6331,67.2,1.42,0.0,0
13773,2026-04-17,Direct,/blog/how-to-choose-running-shoes,13,12,0.5447,265.8,1.99,0.0,0
12659,2026-03-26,Referral,/blog/summer-sale-guide,7,6,0.5493,215.1,1.83,0.0,0
15001,2026-05-12,Referral,/about-us,7,6,0.4884,245.0,2.28,0.0,0
16787,2026-06-17,Paid Search,/checkout,6,5,0.2827,235.7,3.76,1.0,2
10119,2026-02-03,Paid Search,/pricing,8,7,0.5181,,1.88,0.0,0
17093,2026-06-23,Referral,/contact,7,6,0.6247,138.0,1.56,0.0,0
18416,2026-07-20,Organic Search,/about-us,19,17,0.4548,199.2,2.71,1.0,1
18122,2026-07-14,Paid Search,/home,23,19,0.3396,167.8,2.73,3.0,4
10611,2026-02-13,Paid Search,/product/backpacks,14,13,0.4757,166.5,1.95,1.0,1
16797,2026-06-17,Social,/home,17,14,0.4894,95.8,1.52,0.0,0
15758,2026-05-27,Social,/blog/how-to-choose-running-shoes,8,7,0.7498,137.1,1.21,0.0,0
15470,2026-05-21,Direct,/about-us,4,3,0.4418,183.0,3.16,0.0,0
18780,2026-07-27,Referral,/product/running-shoes,10,10,0.3532,186.9,2.46,0.0,0
13038,2026-04-03,Organic Search,/about-us,14,12,0.5128,123.2,2.26,0.0,0
12575,2026-03-24,Direct,/product/running-shoes,15,13,0.3804,221.4,2.93,0.0,0
15886,2026-05-30,Paid Search,/product/winter-jackets,11,10,0.5145,137.5,2.37,0.0,1
13341,2026-04-09,Paid Search,/product/running-shoes,42,40,0.4209,150.6,3.24,2.0,4
11498,2026-03-03,Organic Search,/contact,13,12,0.6142,88.9,2.1,0.0,0
11635,2026-03-05,Direct,/blog/summer-sale-guide,9,8,0.4926,247.1,2.41,0.0,0
10164,2026-02-04,Paid Search,/product/backpacks,7,6,0.4431,124.6,2.25,1.0,1
11967,2026-03-12,Social,/product/running-shoes,23,20,0.6404,71.3,2.12,0.0,1
12003,2026-03-13,Paid Search,/contact,8,7,0.6649,155.9,1.44,0.0,0
11766,2026-03-08,Referral,/pricing,4,3,0.3343,198.3,3.25,0.0,0
15659,2026-05-25,Social,/blog/summer-sale-guide,13,11,0.7864,126.5,1.44,0.0,0
17104,2026-06-23,Social,/pricing,7,7,0.5278,,2.17,0.0,0
15893,2026-05-30,Paid Search,/checkout,4,4,0.3656,154.9,2.71,1.0,1
15447,2026-05-21,Referral,/product/backpacks,9,8,0.3339,207.0,3.26,0.0,2
16396,2026-06-09,Referral,/contact,8,7,0.5188,131.3,1.82,0.0,0
12510,2026-03-23,Referral,/about-us,2,2,0.4949,186.4,2.12,0.0,0
16347,2026-06-08,Referral,/pricing,6,5,0.3661,237.5,2.75,0.0,1
13561,2026-04-13,Social,/product/winter-jackets,15,13,0.5388,150.8,1.89,0.0,0
13032,2026-04-03,Organic Search,/home,36,30,0.357,226.8,3.19,1.0,1
15877,2026-05-30,Organic Search,/product/backpacks,8,7,0.3841,212.2,2.88,0.0,0
11403,2026-03-01,Paid Search,/product/running-shoes,8,7,0.486,183.0,2.25,1.0,1
12851,2026-03-30,Paid Search,/checkout,10,10,0.2385,182.9,3.11,4.0,4
15431,2026-05-21,Organic Search,/contact,9,9,0.654,160.4,1.2,0.0,0
11629,2026-03-05,Social,/checkout,5,4,0.4479,92.8,2.22,0.0,1
10703,2026-02-15,Organic Search,/about-us,10,9,0.4989,163.7,2.46,0.0,1
15550,2026-05-23,Referral,/about-us,2,2,0.5815,139.0,2.29,0.0,1
14690,2026-05-06,Paid Search,/product/winter-jackets,16,15,0.542,139.2,1.89,1.0,1
11785,2026-03-08,Direct,/contact,4,3,0.5262,143.2,2.43,0.0,0
13375,2026-04-09,Direct,/blog/summer-sale-guide,8,7,0.5598,266.5,2.16,1.0,1
16014,2026-06-01,Direct,/product/winter-jackets,11,10,0.2524,278.9,3.8,1.0,1
11009,2026-02-21,Paid Search,/contact,6,5,0.7011,102.2,,1.0,1
18444,2026-07-20,Social,/blog/how-to-choose-running-shoes,10,9,0.7394,162.4,1.12,0.0,0
11193,2026-02-25,Organic Search,/product/running-shoes,28,26,0.3145,209.8,3.28,1.0,1
16726,2026-06-16,Organic Search,/pricing,11,11,0.3591,279.6,3.33,1.0,1
14941,2026-05-11,Paid Search,/blog/summer-sale-guide,18,17,0.6931,176.0,1.0,2.0,2
10797,2026-02-17,Organic Search,/product/backpacks,16,13,0.441,213.1,2.78,0.0,0
13065,2026-04-03,Social,/product/backpacks,9,8,0.5422,,2.75,1.0,1
14006,2026-04-22,Referral,/contact,5,4,0.6513,145.0,1.26,0.0,0
15768,2026-05-27,Direct,/blog/how-to-choose-running-shoes,15,13,0.5369,259.9,1.76,0.0,0
17994,2026-07-11,Social,/product/winter-jackets,7,7,0.5102,116.6,2.66,0.0,0
12684,2026-03-27,Organic Search,/home,43,36,0.3532,236.0,3.43,2.0,2
13064,2026-04-03,Social,/product/winter-jackets,13,11,0.4995,108.3,2.94,0.0,0
15546,2026-05-23,Referral,/product/winter-jackets,9,8,0.4083,190.4,2.58,0.0,0
15701,2026-05-26,Referral,/contact,2,2,0.6656,112.9,1.52,0.0,0
13835,2026-04-19,Organic Search,/about-us,6,5,0.5917,169.3,1.84,0.0,0
11136,2026-02-23,Direct,/blog/how-to-choose-running-shoes,15,13,0.477,351.0,2.19,0.0,0
15348,2026-05-19,Referral,/blog/how-to-choose-running-shoes,13,11,0.5641,254.2,2.13,0.0,0
18559,2026-07-22,Direct,/checkout,4,4,0.1499,199.8,4.03,1.0,1
12976,2026-04-01,Direct,/blog/how-to-choose-running-shoes,11,9,0.5619,273.1,2.29,1.0,1
14114,2026-04-24,Social,/about-us,8,8,0.6534,52.7,2.15,0.0,0
10551,2026-02-12,Organic Search,/product/backpacks,15,13,0.3902,220.9,2.77,3.0,4
11358,2026-02-28,Paid Search,/about-us,5,4,0.6659,102.5,1.16,0.0,0
11375,2026-02-28,Social,/product/backpacks,6,5,0.6363,67.2,1.45,0.0,0
12784,2026-03-29,Organic Search,/product/winter-jackets,12,10,0.4447,183.5,2.55,0.0,1
14359,2026-04-29,Social,/product/running-shoes,15,13,0.5214,147.8,2.17,0.0,0
13427,2026-04-10,Direct,/contact,4,4,0.569,159.8,2.3,0.0,0
11554,2026-03-04,Paid Search,/product/backpacks,9,8,0.4168,186.0,2.51,2.0,2
18852,2026-07-28,Direct,/product/backpacks,9,8,0.3685,295.6,1.84,0.0,0
13094,2026-04-04,Paid Search,/product/backpacks,3,3,,86.3,3.3,0.0,0
18240,2026-07-16,Referral,/pricing,6,6,0.3091,201.9,2.64,0.0,0
15441,2026-05-21,Paid Search,/contact,3,3,0.8174,64.4,1.47,0.0,0
18881,2026-07-29,Referral,/product/winter-jackets,15,13,0.3919,225.9,2.14,4.0,4
15959,2026-05-31,Social,/contact,10,9,0.793,10.0,1.05,0.0,0
14149,2026-04-25,Referral,/product/running-shoes,11,10,0.4095,234.7,2.24,2.0,2
18228,2026-07-16,Paid Search,/about-us,6,5,0.5356,66.1,2.52,0.0,0
18366,2026-07-19,Organic Search,/blog/summer-sale-guide,21,17,0.5737,237.2,1.88,0.0,1
13196,2026-04-06,Paid Search,/about-us,11,9,0.6076,121.2,1.63,1.0,1
14447,2026-05-01,Paid Search,/checkout,3,3,0.3364,184.1,2.67,0.0,0
12825,2026-03-29,Direct,/product/backpacks,5,4,0.2483,214.2,3.8,0.0,0
